Gene	RNA.Macrophages	RNA.DC1	RNA.DC2	RNA.Inflammatory.Monocytes	RNA.CD69..Mast	RNA.CD69..Mast.1	RNA.Cycling.Monocytes	RNA.NKs	RNA.ILCs	RNA.CD4..Activated.Fos.hi	RNA.CD4..Activated.Fos.lo	RNA.CD4..Memory	RNA.Tregs	RNA.CD4..PD1.	RNA.CD8..IELs	RNA.CD8..LP	RNA.CD8..IL17.	RNA.MT.hi	RNA.Cycling.T	RNA.Plasma	RNA.Follicular	RNA.GC	RNA.Cycling.B
SPATA9	0.001513085	0	0	0	0.116589476	0.062455703	0.007723316	0	0	0	0	0	0	0	0	0	0	0	0	0.001591264	0.001923049	0	0.001820817
SPATC1L	0.356796607	0.301493663	0.43457805	0.272200619	0.58820964	0.74438724	0.275595605	0.643075794	0.25433616	0.271738817	0.196635174	0.531998913	0.416396386	0.566021178	0.4995376	0.258409297	0.191555708	0.241294055	0.393979634	0.342269585	0.408095235	0.534066866	0.284661074
SPATS2	0.283371163	0.756790525	0.390618734	0.044609525	0.308291375	0.052137726	0.142163014	0.418443312	0.147776302	0.215618195	0.1910447	0.397213313	1.876982574	1.25627649	0.407842988	0.276808115	0.203295254	0.242720046	0.219226214	1.213465607	0.588034296	2.641843727	1.389763231
SPATS2L	2.168585312	0.568688555	1.283502894	0.812938095	1.361186221	1.117209672	1.969613453	0.105336814	0.872527987	0.3190891	0.25201717	0.412414386	1.297170342	0.915267536	0.305615132	0.37959135	0.637388164	0.327090174	0.439251358	0.092783835	0.055842494	0.052174	0.043836076
SPC24	0.002694816	0	0.00489854	0	0.030872104	0	0.178967482	0.020119375	0	0	0.002749541	0.016370311	0.015157614	0	0.001864675	0	0.105013829	0	0.361492147	0.001313701	0.006892493	0	0.385459033
SPC25	0.045305959	0	0.030802021	0	0	0	0.78283748	0	0	0	0.002268263	0.03230665	0.008630251	0	0.029757677	0.001989594	0	0	1.759829507	0.001087773	0.003509196	0	1.180192127
SPCS1	4.92700338	5.475294653	4.500419193	4.893767972	16.09179136	19.063649	5.579071664	9.465813739	12.51197538	8.996676674	9.566611912	10.21342902	11.31469944	13.72712872	9.160711374	10.5718285	9.247269631	9.485242476	9.047569389	19.48403921	7.379456263	8.466234459	14.02067082
SPCS2	6.56188229	4.170431207	4.441159633	4.855071531	17.74947995	14.7865887	7.695844129	11.05961428	11.41895354	10.41427284	10.07562261	10.09179302	9.620982238	12.7978393	9.138752626	10.90361682	10.51892368	8.755102907	11.87379069	23.14950297	9.639413552	13.74277385	16.06325135
SPCS3	2.741976241	1.840000624	1.991186722	3.989760911	2.366968732	3.325369785	3.339474939	4.990980454	2.937882667	2.531712634	2.566874828	1.840090609	2.14182294	2.242068896	1.929286323	2.656314638	2.672011949	1.998831183	3.621430061	5.238906217	1.440025912	2.954634994	5.023506949
SPDEF	0.018235474	0	0.001770412	0	0.035705487	0	0	0.012825951	0	0.003099397	0.018988512	0	0.015201038	0	0.007238176	0.023692002	0	0.051338984	0	0.002473514	0.028377202	0	0
SPDL1	0.03730401	0.063986788	0.03581417	0	0.064299221	0.043318939	0.330404433	0.090364704	0.096712665	0.072827199	0.056470663	0.05309191	0.057957885	0.102220455	0.056004802	0.073380328	0.140335549	0.258659392	0.315684293	0.010284294	0.059998252	0.277305481	0.48236581
SPDYA	0.018796425	0	0	0	0	0	0	0	0	0.00282444	0.006724588	0.015144834	0	0	0.004512329	0.021601258	0	0	0	0.000283753	0.003346898	0	0
SPDYE3	0.003542848	0.016586678	0	0	0	0.025777669	0	0.024355975	0	0.01396878	0.003418209	0.008401604	0.036036405	0	0.030992621	0.002471597	0.027470181	0	0.05823846	0.001947123	0.038346641	0	0
SPECC1	0.226766114	0.045327744	0.315711963	1.279878892	1.416719907	1.147259734	0.327303463	0.22789647	0.846481228	0.023102006	0.03353449	0.044228009	0.025339858	0.341748604	0.176513785	0.0825749	0	0.170360937	0.07636736	0.015821949	0.05518308	0.025706735	0.166253396
SPECC1L	0.188820909	0.072750539	0.106665509	0.148238258	0.083477464	0.195317044	0.079478869	0.135572005	0.206450446	0.09420395	0.097443637	0.061594649	0.035130405	0.289694886	0.162904941	0.079361008	0.160370265	0.599561673	0.042370826	0.015034345	0.082761335	0.111059393	0.045584695
SPEF2	0.004848777	0	0.011900403	0	0.066681493	0	0	0.196390855	0.512362191	0.237292734	0.204411385	0.184311047	0.039324658	0.034786576	0.272081426	0.199934748	0.36893763	0.11929398	0.020860157	0.004258362	0.023299812	0	0
SPEG	0.006471606	0	0	0	0	0.242678008	0	0	0	0.034392587	0.028783291	0.038455936	0	0.022666476	0.005098694	0.002430226	0.017324084	0.158385572	0	0.007844497	0.009837965	0	0
SPEN	0.366071076	0.296776929	0.217742694	0.439877631	0.289258967	0.159497878	0.126014446	0.383143421	0.261579465	0.17131579	0.140530288	0.341570029	0.420375515	0.085674525	0.128668582	0.263469665	0.198893101	1.081501445	0.287447159	0.067861576	0.254809139	0.525289808	0.215554319
SPERT	0	0	0	0	0	0	0	0	0	0	0	0	0.008470056	0	0	0	0	0	0	0.004312446	0	0	0
SPESP1	0.030376523	0.027239189	0.005686393	0	0.044741556	0	0	0	0	0.004805052	0.00392153	0.005855694	0.025582588	0.027505644	0	0	0	0	0.031188757	0.001396433	0.005073653	0	0
SPG11	0.176839168	0.215553624	0.1677966	0.156914225	0.164281213	0.319619281	0.084643776	0.352476062	0	0.331739832	0.293956402	0.214025227	0.363748007	0.370638645	0.408001776	0.343403756	0.440819276	0.428271828	0.158685596	0.058477371	0.458954895	0.369418297	0.163326676
SPG20	0.786758818	0.142551384	0.450681061	0.275762135	2.231909869	1.139263626	0.17902518	0.830822436	2.626633327	1.538007003	1.393615246	0.666101046	0.373042821	0.479134404	0.199572855	0.39658705	0.97916232	0.489282793	0.06876965	0.085134445	0.44965133	0.081931748	0.026142941
SPG21	3.287787794	2.316805955	2.234204448	3.811282695	2.402258074	1.887554633	2.129922982	1.914334329	2.332138638	1.430277249	1.747550577	1.816299527	2.176633097	2.10703246	1.901026302	2.000269441	3.119152836	1.554957601	1.189564624	0.491291966	2.006871553	2.368884374	1.611204526
SPG7	0.467059838	0.27764194	0.184024033	0.305584738	0.511358373	1.373385685	0.290774958	1.105825972	0.903521883	0.616333923	0.433430773	0.709967669	0.853623208	0.990826152	0.611145683	1.040124027	0.687677728	1.927152478	0.37787472	0.123996359	0.618525935	1.051725575	0.305220663
SPHK1	0.479667998	0.083737271	0.273498546	2.934950896	0.155697574	0	0.473522102	0.102578421	0	0.031391383	0.03096425	0.013504654	0	0	0.030106646	0.024413144	0.017802152	0	0.061838419	0.005242727	0.003415874	0.009783419	0
SPHK2	0.233443099	0.108762131	0.121318824	0.017667876	0.082726254	0	0.210070387	0.377009811	0.459904542	0.476062184	0.284295963	0.340690441	0.234038453	0.12315762	0.678609541	0.403689818	0.48665476	0.407536352	0.403524407	0.075036955	0.484024397	0.431386198	0.191899243
SPI1	13.81105763	19.23090081	16.44837683	22.63659329	3.140886975	2.625622926	13.48371973	0.081221443	0.064244462	0.050393987	0.013993833	0.083549701	0.072829968	0.043709541	0.016596286	0.01893546	0	0.070872161	0.092710596	0.261796432	2.350441462	5.876788381	2.485368663
SPIB	0.138976826	0	0.591338119	0.091314312	0.011234246	0	0.04366559	0.010506069	0	0.019482506	0.019678683	0.075743702	0.02316089	0.060232813	0.022495793	0.0204781	0	0	0	0.187281876	4.645350503	7.309908518	3.251307176
SPICE1	0.037248743	0	0.052343167	0	0.045313514	0	0.017042045	0.106733949	0	0.108212048	0.064683781	0.081369259	0.040816489	0.105704902	0.087134605	0.03326993	0.084883543	0.108336204	0.115304356	0.043323957	0.091833186	0.066965778	0.071906834
SPIDR	0.142735556	0.433942353	0.228947866	0.114810444	0.142514381	0.234150294	0.287793739	0.199825982	0.072484615	0.137061789	0.150237099	0.16452597	0.10278983	0.133118785	0.179446569	0.159088511	0.084680642	0.534110546	0.221421582	0.045492251	0.20183547	0.114450688	0.081855199
SPIN1	0.231237188	0.035178284	0.086290828	0.167684855	2.680982265	0.372067944	0.195768986	0.26020592	0.72060269	0.19910436	0.266607809	0.161933213	0.148499719	0.268906945	0.170995004	0.216436146	0.340308365	0.421037594	0.288929012	0.023411506	0.107291936	0.051912899	0.097357358
SPIN2A	0	0	0.003893837	0	0	0	0	0	0	0.002364483	0.005957174	0	0.008527102	0	0	0	0	0.150626355	0	0.002709038	0.01249703	0	0
SPIN2B	0.223535725	0.03164629	0.131401486	0.123795171	0.468929222	0.070069672	0.112508425	0.444667849	0.820199894	0.338450428	0.353277908	0.364793354	0.473697964	0.128198056	0.439059413	0.347910172	0.328897201	0.544652314	0.17634259	0.121344849	0.306398757	0.360913797	0.121168408
SPIN3	0.000406121	0.028235716	0.007967428	0	0.110834455	0.095026963	0.031610472	0.047617223	0	0.015949857	0.012583347	0.048736415	0.051719846	0.126685354	0.020889878	0.014181691	0	0	0.201700846	0.011014244	0.031680863	0	0.009752407
SPIN4	0.000640764	0	0.021181774	0	0.052509975	0.252828543	0.023021304	0.015291677	0	0.019712322	0.014660341	0	0	0	0.066359393	0.011665494	0	0.042716343	0.049737779	0.010278312	0.02442321	0	0.013584109
SPINK1	0.385642875	0.127960886	0.150367271	0.1418152	0.017587132	0.932649973	0.072593101	0.316785722	0.306692768	0.050269541	0.042552417	0.241271638	0.10646447	0.104880129	0.408846501	0.137471283	0.242980857	0.349589091	0.193557763	0.052963073	0.223964904	0.21760845	0.084839481
SPINK2	0.004101771	0.116436028	0.005212134	0	0	0	0.03736768	2.160449849	14.31380815	1.137494711	1.151980697	0.726330453	0.197108186	0.355410303	1.62079174	0.94201962	0.900873431	1.238972564	0.575805023	2.13439065	0.350516755	0.624323678	0.863590023
SPINK4	0.282601333	0.036989857	0.089215272	0.270624998	0.28627917	1.45932371	0.013275759	0.483610031	0.52613843	0.050514353	0.070670721	0.284927973	0.225355461	1.171473846	0.603005598	0.273824394	1.123806145	1.050806201	0.359122149	0.061797504	0.286328213	0.331375166	0.223565778
SPINK5	0.071803031	0	0.002304882	0	0.008040281	0.070069672	0	0.024162267	0	0.005930048	0.01286734	0.054071264	0.034485604	0.022464167	0.025924554	0.054352356	0.057099969	0.085829452	0	0.017386821	0.030522858	0.020173582	0.007652759
SPINT1	0.526588513	0.546931586	0.904075304	0.539186426	0.233384128	0.261071437	0.776630688	0	0.029047781	0.233844684	0.193713079	0.051096588	0.081837694	0.056879123	0.338153491	0.102773951	0.099979006	0.222432068	0.122980246	0.031819219	0.280397129	0.166882565	0.34343401
SPINT2	6.252865345	9.680890053	9.659654449	4.589536909	7.182765912	8.73614679	7.78303175	0.255310727	1.376379027	0.882490308	0.993166427	2.266190586	1.490864502	2.977869405	0.961839675	0.500523998	0.605880909	1.757960233	0.81605796	1.47414329	3.092974749	3.464116868	1.12910912
SPIRE1	0.092578706	0	0.023709979	0	0.00828342	0	0.006875953	0.057662267	0	0	0.013285055	0	0	0	0.022726675	0	0	0	0.257349963	0.001926294	0.000859982	0	0
SPIRE2	0.085931135	0	0.002935024	0	0.021647353	0	0.004431408	0	0.031633626	0.006005498	0.013865828	0.00506765	0	0.049085448	0.009515717	0.074222021	0	0	0	0.014525344	0.01817437	0.152917368	0.024491857
SPN	0.358302323	0.644434361	0.856362817	0.878061891	0.74796323	0.880058147	0.431942634	3.085720496	2.458943285	1.923759732	1.973851757	1.603565116	1.197863827	1.476195221	2.12544688	2.301519598	3.469733093	3.488281403	1.746330124	0.149403806	0.127381047	0.026893705	0.257077023
SPNS1	0.109241546	0.264336271	0.177508761	0.025214836	0.137696127	0.028770526	0.047345764	0.195036335	0.203022484	0.124862998	0.096992036	0.134122989	0.21372663	0.085221421	0.182593612	0.132805205	0.09086679	0.083977189	0.144270175	0.029433232	0.146125963	0.025434465	0.03329895
SPNS2	0	0	0.007026999	0	0	0	0	0	0	0.002244903	0.00585442	0.028739855	0	0.055780609	0.011794917	0.007845049	0	0	0	0.001015844	0	0	0
SPNS3	0.063435271	0.432264098	0.36779614	0.026611864	0	0	0.16836886	0.319923095	0.144275117	0.625315748	0.559262281	0.467079543	0.615432424	0.664999517	0.739828425	1.00545868	1.44824209	0.900792606	0.7471973	0.00503864	0.077732612	0.01502508	0.012594438
SPOCK1	0.003518261	0	0	0	0.047618672	0	0	0	0	0	0	0	0	0	0	0.005636128	0	0	0	0.000371567	0	0	0
SPOCK2	0.092945724	0	0.036121278	0.012238109	0	0	0.00707806	1.919201939	7.069645203	5.998887684	6.252048876	7.006327385	15.54585546	10.14058873	2.027971152	3.485463049	17.33437859	10.236162	4.156297247	0.029502833	0.745126552	0.043963001	0.084146284
SPON1	0.005147311	0.127960886	0.004544712	0	0.060050993	0	0	0.083410136	0	0.140866478	0.137619284	0.100925363	0.020669311	0.033506058	0.186492262	0.127947038	0.154242434	0.31021494	0.045833441	0.016644245	0.254604053	0.833845942	0.065244688
SPON2	0.190141672	0.026428221	0.059341436	0.045140627	0.071362983	0	0.030729606	6.120558918	0.876304139	0.592137814	0.470584186	0.487315602	0.344365808	0.259694324	0.885942015	0.975093948	0.647150793	0.71153904	0.53598659	0.100542497	0.080352336	0.063554454	0.03308971
SPOP	0.500111577	0.463033649	0.677266974	0.435625049	1.334802325	0.676969207	0.553545132	1.813156434	1.708495686	1.362734269	1.116224647	1.530973927	1.410805982	1.212191309	1.505296532	1.371002914	1.519308472	0.676987281	0.87204864	0.506455769	1.400298993	1.5090449	0.645496715
SPOPL	0.07619079	0.077724591	0.26743854	0.135482366	0.044093708	0.045237822	0.146373868	0.188725998	0.750058798	0.043463402	0.043014573	0.081100121	0.118591995	0.063047893	0.088865644	0.109890842	0.00942695	0.052653211	0.038207775	0.015753803	0.15775107	0.270598723	0.131555884
SPP1	0.238877426	0	0.127161908	9.82410214	0	0	0.003020172	0	0	0.015085141	0.009087029	0.010467457	0.00804323	0	0	0.005959726	0	0	0	0.011999441	0.009276831	0.050946419	0.072669416
SPPL2A	1.053395502	0.334951776	0.518871196	1.423441828	0.59394995	1.286835167	1.110544034	1.403971046	0.924521233	0.835820053	0.707981978	0.569304483	1.292955378	1.204400791	0.8468038	1.006477508	0.82768555	1.372973708	0.995367448	0.202883639	0.661572542	0.87668104	0.611775479
SPPL2B	0.063841331	0.062683631	0.099489427	0.007793783	0.121475889	0.269792241	0.041754296	0.385120921	1.129882497	0.171959509	0.114806869	0.16399514	0.250333426	0.183429739	0.246217103	0.165373054	0.189025113	0.831729849	0.309572296	0.068620974	0.513057235	0.376880626	0.159305545
SPPL3	0.505246333	0.569447178	0.493145212	0.107827902	0.087762747	0.160440752	0.109316133	0.417053663	0.364940809	0.381012719	0.241933608	0.342599812	0.333308956	0.396210987	0.231017618	0.252670101	0.117058182	0.702932139	0.25359697	0.076001144	0.32573355	0.188697214	0.044643416
SPR	0.34996468	0.013498279	0.09685652	0.135747957	0.071316448	0.092247191	0.156981455	0	0.06192045	0.00834946	0.018432304	0.024577445	0.01728589	0.019417909	0.110737819	0	0	0	0	0.042699787	0.014105874	0.005756198	0.005513457
SPRED1	0.458581904	0.049107317	0.157273238	0.241766856	0.272585947	0.159855957	0.123293111	0.036166503	0	0.005646215	0.005238811	0	0.024215541	0	0.003679322	0.008986455	0	0	0	0.002569938	0.011760126	0	0.001329278
SPRED2	0.106019457	0.036340794	0.090742141	0.030599907	0	0	0.030600781	0	0.304857293	0.033246363	0.048100505	0.061410602	0.049318438	0.113478138	0.050015482	0.048882805	0.07055025	0	0	0.004912737	0.024796803	0.654075737	0.288378627
SPRTN	0.255059497	0.154575597	0.174719693	0.09085306	0.663066183	0	0.192366478	0.629240419	1.30790536	0.844431245	0.797927429	0.910459679	0.706038287	0.540341741	0.469451386	0.88644492	0.724211256	1.185843722	0.632129265	0.108208139	0.622049671	0.473731744	0.200076223
SPRY1	0.030437321	0.023762334	0.019916901	0	0.470087091	0.094919864	0	3.204267939	5.989785305	3.16293193	1.860411737	1.603383564	0.32217381	0.826415447	4.322898615	1.844947553	4.295090281	5.982117209	1.448939535	0.022930462	0.423332123	0	0.002761893
SPRY2	0.101877935	0.009841543	0.0689152	0	0.11188985	0.108572331	0.004071715	1.642623347	0.471115493	0.019783163	0	0.040503554	0	0.0283405	0.326069805	0.094901479	0	0	0.117613655	0.001046059	0.033653446	0.012007236	0
SPRY3	0.002166191	0	0	0	0	0	0	0	0	0.002464042	0.00480492	0	0	0	0.004463351	0	0	0	0	0.000464337	0	0	0
SPRY4	0	0	0.00267292	0	0.007520945	0	0	0	0	0.006033781	0.003703419	0	0	0	0	0.011023801	0	0.098010875	0	0.003114255	0.005086648	0	0.008637413
SPRYD3	0.15850317	0.095662755	0.100831011	0.04406168	0.554984597	0.323583124	0.46265611	0.305997668	0.82550833	0.435615893	0.358419901	0.449560962	0.458898367	0.263085324	0.39025534	0.46254585	0.454578152	0.434653658	0.559534194	0.135565422	0.248141567	0.106928342	0.074802149
SPRYD4	0.612890629	0.21589364	0.181294385	0.318320624	0.289911435	0.465002494	0.302749367	0.327533659	0.393326001	0.128264808	0.24350798	0.254172225	0.505436561	0.274034212	0.27333831	0.327914079	0.373134496	0.275952253	0.31907261	0.094046531	0.333226853	0.366956352	0.216738161
SPRYD7	0.214735685	0.451423258	0.317098938	0.161211437	1.478306544	1.057863919	0.297501363	0.788498235	1.084267465	0.41192135	0.334925549	0.233747384	0.390389923	0.220988782	0.573147295	0.427786273	0.351750645	0.863116385	0.730210163	0.144484874	0.525773134	0.186912474	0.261007104
SPSB1	0.116883715	0.016586678	0.006355806	0.154632563	0.365229803	0.482371837	0.060526761	0.128265264	0.61922417	0.129132787	0.076688972	0.360653202	0.78690803	0.785332099	0.085194483	0.252164619	0.207881942	0.174347101	0.214396475	0.025477076	0.363721415	0.779093187	0.252505851
SPSB2	0.215981548	0.156928394	0.124055223	0	0.145189945	0.25655448	0.127665714	0.125648443	0.47060724	0.225694339	0.180707998	0.435261072	0.179917527	0.640458021	0.474545629	0.234099371	0.708954101	0.156348781	0.267172796	0.058408194	0.211768703	0.549240996	0.13926222
SPSB3	0.562214417	0.610698571	0.604791188	0.593904544	1.931650044	2.039101746	0.564908212	2.943433709	2.593956505	2.310123692	1.793633528	1.933942329	2.044793777	1.949205273	2.003400446	2.268510764	2.326498631	4.329901145	1.849731524	0.436724227	1.142743169	1.390615501	0.302114571
SPTAN1	0.377770313	0.376232555	0.136720002	0.425289138	0.292278041	0.377055943	0.206639682	0.878160941	0.790361908	1.027413353	0.772463373	0.762275453	0.912463582	0.802008728	0.683167151	1.009703189	1.05592182	1.854260098	0.718772427	0.104034292	0.329703192	0.619104951	0.271346273
SPTBN1	0.134198754	0.007608005	0.073708625	0.028340356	0.215614297	0.075008245	0.019777594	0.647206402	0.053415261	0.277169243	0.23639111	0.488104132	0.238396788	0.426844911	0.263943573	0.307742482	0.312332553	1.294326154	0.463068986	0.081477399	0.337331223	0.084854593	0.14468037
SPTBN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005172387	0.005743422	0	0
SPTBN4	0.001833804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001251547	0	0	0.003713837
SPTLC1	0.09344613	0.054189003	0.263708266	0.106300844	0.110382231	0.060227439	0.197429018	0.3647482	0.185668269	0.271256167	0.212611231	0.159258526	0.390704496	0.277638655	0.178917895	0.201101222	0.198445728	0	0.187423519	0.099487977	0.126469649	0.327233016	0.101468619
SPTLC2	0.226976299	0.18830968	0.580905164	0.317691428	1.33994275	0.889677501	0.210542444	0.43366203	1.29898602	0.498173906	0.56164156	0.407844863	0.344417576	0.375566281	0.696912565	0.456593417	0.46906218	1.025092863	0.601103748	0.05794451	0.569005661	0.47998774	0.379444809
SPTLC3	0.014013509	0	0	0	0.007093037	0	0.006148011	0.081011287	0.207864922	0	0	0.016850744	0	0.163053371	0	0.008514159	0	0.206168986	0	0.002243846	0	0.014009505	0
SPTSSA	1.65490948	0.875466394	0.919016353	1.73652153	2.59521327	1.095414139	1.5442481	1.589350624	1.184176933	0.900651591	0.990957156	0.723569405	0.671941697	1.007375727	1.089263521	0.860866911	1.32505214	1.657613818	1.311201353	0.747649255	0.759977162	0.732433025	1.731234521
SPTSSB	0	0	0	0	0	0	0	1.02289427	0	0.023971879	0.007485515	0	0	0	0.002691576	0.00440703	0	0	0	0	0	0	0
SPTY2D1	0.29005169	0.0277639	0.279388304	0.414663701	0.767926509	0.284570905	0.152269405	0.512989976	1.142474729	0.686035717	0.473768615	0.689233489	0.674559009	0.52466397	0.342789985	0.521621441	1.048040114	1.082695066	0.557466374	0.164001434	0.261874209	0.435777562	0.13162471
SPTY2D1-AS1	0.070968033	0	0.008271246	0	0.025267889	0	0.004846964	0.094884217	0.067916467	0.005358305	0	0.032392156	0.034451821	0	0.005763269	0.029842704	0.063669894	0	0.042187016	0.004617998	0.003699879	0.022806134	0.071491134
SQLE	0.115258262	0.208746371	0.175834496	0.052034049	0.703473626	1.365149775	0.496264651	0.351171764	0.196625857	0.116980647	0.10489386	0.189752617	0.279315562	0.592862738	0.228294362	0.182115355	0.271670327	0.714563607	0.39417605	0.084174267	0.568345866	1.177075655	0.476729482
